Device,TrafficSource,PastVisits,TotalPagesViewed,TimePerPage_sec,VisitDuration_min,CartOpened,PurchaseMade,Revenue
Mobile,Search,1,25,39.9,4.12,0,0,0.0
Mobile,Search,2,15,41.76,4.8,1,0,0.0
Mobile,Search,5,4,41.74,9.08,0,0,0.0
Mobile,Search,6,16,3.57,3.72,0,0,0.0
Mobile,Email,2,15,54.15,8.85,0,0,0.0
Mobile,Search,3,15,21.61,5.93,0,0,0.0
Mobile,Email,5,12,45.16,0.71,0,0,0.0
Mobile,Social Media,5,8,46.07,6.16,0,0,0.0
Desktop,Referral,0,8,39.73,13.81,0,0,0.0
Mobile,Search,3,18,24.9,4.54,0,0,0.0
Mobile,Search,3,6,37.29,4.98,0,0,0.0
Mobile,Social Media,1,5,4.33,1.18,0,0,0.0
Mobile,Advertisement,1,2,46.19,9.3,0,0,0.0
Mobile,Search,0,12,7.78,12.77,0,0,0.0
Mobile,Advertisement,3,26,25.01,5.42,0,0,0.0
Mobile,Search,2,4,8.01,3.76,0,0,0.0
Mobile,Search,1,23,50.55,14.36,0,0,0.0
Mobile,Social Media,6,13,33.92,11.23,0,0,0.0
Mobile,Referral,0,17,42.08,8.59,0,0,0.0
Mobile,Search,1,16,41.59,4.72,0,0,0.0
Mobile,Search,3,9,50.81,3.47,0,0,0.0
Mobile,Email,2,26,9.69,10.79,0,0,0.0
Mobile,Search,2,28,40.26,7.92,0,0,0.0
Mobile,Referral,6,1,35.36,7.9,0,0,0.0
Mobile,Email,3,15,3.79,1.29,0,0,0.0
Mobile,Search,1,12,13.68,7.78,0,0,0.0
Desktop,Search,3,5,17.52,12.38,0,0,0.0
Mobile,Referral,4,23,6.21,14.21,0,0,0.0
Mobile,Search,0,24,22.57,1.78,0,0,0.0
Mobile,Email,2,18,3.58,9.54,1,0,0.0
Mobile,Social Media,1,20,34.08,8.61,0,1,86.1
Mobile,Referral,3,2,14.27,13.38,0,0,0.0
Mobile,Search,5,4,18.65,11.32,0,0,0.0
Desktop,Referral,4,15,54.81,14.49,0,1,16.18
Mobile,Internal,2,6,31.16,14.41,0,0,0.0
Desktop,Shopping Site,3,22,17.6,3.54,0,0,0.0
Mobile,Search,3,12,36.71,10.94,0,0,0.0
Mobile,Search,5,29,13.7,8.05,1,0,0.0
Mobile,Search,1,18,6.31,3.38,0,0,0.0
Desktop,Shopping Site,4,27,3.21,3.08,1,0,0.0
Mobile,Search,0,20,57.19,1.4,0,0,0.0
Desktop,Email,2,4,44.03,11.97,0,0,0.0
Mobile,Search,2,1,48.4,5.0,0,0,0.0
Mobile,Search,1,15,58.89,12.88,0,0,0.0
Desktop,Advertisement,4,18,56.03,9.2,0,0,0.0
Mobile,Search,5,14,44.74,10.17,0,0,0.0
Mobile,Referral,2,3,42.25,4.52,0,0,0.0
Mobile,Email,4,29,21.54,6.97,0,0,0.0
Desktop,Shopping Site,4,15,8.03,6.3,0,0,0.0
Desktop,Internal,2,27,35.28,3.69,0,0,0.0
Mobile,Social Media,2,5,35.42,12.52,1,0,0.0
Mobile,Search,3,27,57.23,9.41,0,0,0.0
Desktop,Internal,3,24,27.67,0.75,1,0,0.0
Mobile,Search,3,22,42.07,12.33,0,0,0.0
Mobile,Social Media,4,3,35.35,1.77,0,0,0.0
Desktop,Referral,5,22,12.25,6.17,0,0,0.0
Mobile,Search,4,7,36.34,8.65,0,0,0.0
Mobile,Shopping Site,4,6,33.33,0.31,1,0,0.0
Mobile,Social Media,2,26,30.65,9.86,0,0,0.0
Desktop,Search,2,22,31.78,9.96,1,0,0.0
Desktop,Internal,5,1,11.51,9.86,0,0,0.0
Desktop,Referral,2,19,28.88,2.62,0,0,0.0
Mobile,Social Media,1,7,37.13,3.98,0,0,0.0
Desktop,Search,2,4,30.39,3.86,0,0,0.0
Desktop,Search,4,12,30.34,14.41,0,0,0.0
Mobile,Search,2,20,6.5,1.2,0,0,0.0
Desktop,Search,4,23,13.06,6.55,0,0,0.0
Mobile,Referral,1,25,20.62,13.09,0,0,0.0
Mobile,Social Media,3,27,26.32,11.59,0,0,0.0
Mobile,Search,5,29,36.45,12.37,0,0,0.0
Mobile,Referral,4,29,52.07,14.59,1,0,0.0
Mobile,Shopping Site,1,18,11.23,5.93,0,0,0.0
Mobile,Shopping Site,2,9,2.88,4.78,0,0,0.0
Mobile,Social Media,2,19,28.06,0.65,0,0,0.0
Mobile,Search,7,22,27.06,2.42,0,0,0.0
Mobile,Referral,2,4,34.01,8.52,0,1,94.55
Mobile,Email,3,1,50.33,2.53,1,0,0.0
Mobile,Referral,3,9,48.54,11.1,1,0,0.0
Mobile,Search,6,27,7.8,0.75,1,0,0.0
Mobile,Referral,2,15,56.17,4.04,0,0,0.0
Mobile,Social Media,2,22,8.4,10.49,0,0,0.0
Desktop,Search,2,8,38.81,3.98,1,0,0.0
Mobile,Search,1,15,41.0,10.99,0,0,0.0
Mobile,Social Media,3,15,41.43,14.94,1,0,0.0
Mobile,Internal,5,18,17.39,12.0,0,0,0.0
Desktop,Social Media,4,7,21.16,5.26,0,0,0.0
Mobile,Shopping Site,4,22,33.82,13.53,0,1,159.43
Desktop,Referral,3,18,13.58,0.96,0,0,0.0
Mobile,Email,2,16,3.18,10.93,0,0,0.0
Desktop,Shopping Site,4,2,34.6,0.55,0,0,0.0
Mobile,Shopping Site,3,4,28.99,2.78,0,0,0.0
Desktop,Search,3,20,40.09,14.82,0,1,121.34
Mobile,Search,1,16,10.51,5.54,0,0,0.0
Mobile,Search,4,3,50.77,12.34,0,0,0.0
Mobile,Referral,3,24,10.48,5.77,0,0,0.0
Mobile,Referral,1,23,53.7,12.63,0,0,0.0
Mobile,Search,1,2,28.07,14.49,0,0,0.0
Desktop,Shopping Site,1,3,33.89,6.65,1,0,0.0
Desktop,Referral,2,26,54.0,8.48,0,0,0.0
Mobile,Email,3,25,19.39,9.5,0,0,0.0
Mobile,Search,3,29,12.55,14.04,0,0,0.0
Mobile,Search,3,5,27.85,4.0,0,0,0.0
Mobile,Shopping Site,1,2,16.17,9.25,0,0,0.0
Mobile,Advertisement,3,19,32.61,5.01,1,0,0.0
Mobile,Search,2,24,17.96,3.41,0,0,0.0
Mobile,Shopping Site,1,20,52.14,1.46,0,0,0.0
Mobile,Search,1,2,37.22,9.39,0,0,0.0
Mobile,Search,1,2,2.01,13.25,1,0,0.0
Mobile,Search,4,22,48.72,5.4,0,0,0.0
Mobile,Internal,3,24,21.15,8.38,0,0,0.0
Mobile,Shopping Site,2,23,20.57,9.7,1,0,0.0
Desktop,Email,2,20,24.22,6.34,1,0,0.0
Mobile,Search,3,18,38.56,13.57,0,0,0.0
Mobile,Search,2,25,27.64,5.57,0,0,0.0
Mobile,Referral,4,20,38.46,2.05,0,0,0.0
Mobile,Referral,2,25,10.51,2.33,0,0,0.0
Desktop,Search,3,21,58.27,13.38,1,0,0.0
Mobile,Search,5,14,44.32,14.82,0,0,0.0
Mobile,Search,5,28,16.51,4.48,0,0,0.0
Mobile,Referral,2,15,44.0,2.33,1,0,0.0
Desktop,Email,1,12,35.35,7.34,0,0,0.0
Desktop,Search,1,11,8.33,10.7,0,0,0.0
Mobile,Search,4,11,12.34,9.26,0,0,0.0
Mobile,Social Media,1,7,4.4,14.28,0,0,0.0
Mobile,Advertisement,4,12,48.94,12.3,1,0,0.0
Desktop,Email,1,16,34.0,13.06,0,0,0.0
Mobile,Shopping Site,5,5,20.37,8.22,0,0,0.0
Desktop,Email,1,2,9.33,5.04,1,0,0.0
Mobile,Search,1,22,30.07,10.59,1,0,0.0
Mobile,Social Media,2,16,32.47,6.7,0,0,0.0
Mobile,Search,4,23,42.71,4.46,0,0,0.0
Mobile,Referral,0,15,58.26,2.45,0,0,0.0
Mobile,Search,4,11,27.23,8.01,0,0,0.0
Mobile,Search,0,29,25.55,8.99,0,0,0.0
Mobile,Referral,1,6,23.46,8.62,0,0,0.0
Mobile,Advertisement,3,13,49.96,1.92,0,0,0.0
Mobile,Social Media,1,19,11.07,8.64,0,0,0.0
Mobile,Referral,4,10,21.94,2.69,1,0,0.0
Desktop,Search,3,24,44.05,10.02,0,0,0.0
Desktop,Search,2,19,2.91,6.55,0,0,0.0
Desktop,Social Media,4,5,18.78,12.76,0,0,0.0
Desktop,Shopping Site,7,25,39.2,11.72,0,0,0.0
Mobile,Social Media,4,27,12.79,10.92,0,0,0.0
Mobile,Search,4,21,19.56,10.57,0,1,186.98
Mobile,Advertisement,3,7,30.19,8.5,1,0,0.0
Mobile,Email,3,11,26.48,1.1,0,0,0.0
Mobile,Search,2,14,8.15,9.9,1,0,0.0
Desktop,Search,2,23,56.42,7.11,1,1,116.32
Mobile,Referral,3,21,4.57,7.15,0,0,0.0
Mobile,Search,3,16,45.49,5.81,0,0,0.0
Mobile,Referral,2,18,6.14,13.95,0,0,0.0
Mobile,Referral,3,21,29.1,3.89,1,0,0.0
Mobile,Search,3,23,12.17,4.89,0,0,0.0
Mobile,Search,3,23,10.18,14.45,0,0,0.0
Desktop,Advertisement,4,4,9.3,12.19,0,0,0.0
Mobile,Referral,3,1,28.26,0.41,0,0,0.0
Mobile,Referral,8,22,31.9,13.61,0,0,0.0
Desktop,Shopping Site,3,29,9.74,3.55,1,0,0.0
Desktop,Referral,2,15,58.8,10.65,0,0,0.0
Desktop,Referral,4,14,16.95,8.39,0,0,0.0
Desktop,Email,0,19,28.61,8.14,0,0,0.0
Mobile,Search,4,27,14.54,10.83,0,0,0.0
Mobile,Search,2,5,30.65,3.27,0,0,0.0
Mobile,Search,1,4,45.85,2.55,0,0,0.0
Mobile,Referral,2,13,32.22,9.85,0,0,0.0
Mobile,Search,1,18,18.57,4.5,0,0,0.0
Mobile,Search,1,12,16.41,14.61,0,0,0.0
Mobile,Search,4,23,46.02,6.88,0,0,0.0
Mobile,Search,3,21,8.86,1.85,0,0,0.0
Mobile,Search,2,15,23.46,10.35,0,0,0.0
Mobile,Email,3,23,10.79,4.73,0,1,51.46
Mobile,Referral,3,9,16.96,2.4,1,1,116.78
Mobile,Search,3,4,10.86,6.46,1,0,0.0
Desktop,Search,5,5,53.43,14.47,0,0,0.0
Mobile,Search,4,9,44.45,6.29,0,1,112.91
Mobile,Email,1,13,34.53,5.34,0,0,0.0
Mobile,Referral,2,10,15.02,6.78,0,0,0.0
Desktop,Social Media,3,27,31.59,0.38,0,0,0.0
Mobile,Search,3,16,32.21,2.17,0,0,0.0
Mobile,Email,5,13,36.24,12.78,0,0,0.0
Mobile,Email,2,4,5.48,14.67,0,0,0.0
Mobile,Shopping Site,3,21,58.43,2.54,0,0,0.0
Desktop,Social Media,4,13,29.0,8.13,0,0,0.0
Mobile,Search,2,21,55.74,14.5,0,0,0.0
Mobile,Search,2,8,2.57,2.52,0,0,0.0
Desktop,Search,1,13,16.36,2.96,1,0,0.0
Desktop,Email,3,15,8.03,13.92,0,1,16.66
Mobile,Search,4,20,46.64,10.64,0,0,0.0
Desktop,Referral,6,20,20.57,2.45,1,0,0.0
Mobile,Search,2,13,50.75,6.02,0,1,41.75
Mobile,Social Media,5,23,50.28,1.03,0,0,0.0
Mobile,Social Media,4,27,40.73,6.6,1,0,0.0
Mobile,Search,7,5,40.62,11.71,0,0,0.0
Mobile,Search,4,22,42.61,8.4,0,0,0.0
Desktop,Referral,3,22,41.08,9.78,0,0,0.0
Desktop,Search,2,28,24.44,5.04,0,0,0.0
Mobile,Shopping Site,5,6,41.6,2.59,0,0,0.0
Desktop,Social Media,6,26,54.05,0.39,0,0,0.0
Mobile,Advertisement,2,5,21.29,12.36,0,0,0.0
Mobile,Internal,2,13,56.8,9.62,1,0,0.0
Mobile,Email,2,29,2.79,3.59,1,0,0.0
Mobile,Referral,1,5,22.25,6.39,0,0,0.0
Desktop,Email,4,25,9.66,12.06,0,0,0.0
Desktop,Search,5,13,9.34,8.17,0,0,0.0
Mobile,Referral,5,24,49.29,4.64,0,0,0.0
Mobile,Search,5,20,55.27,4.15,0,0,0.0
Mobile,Social Media,3,23,47.11,3.42,0,1,53.27
Mobile,Search,5,8,58.64,12.39,0,0,0.0
Desktop,Shopping Site,3,28,14.55,8.81,0,0,0.0
Mobile,Referral,0,9,10.17,10.7,0,0,0.0
Mobile,Referral,2,21,32.2,12.93,0,0,0.0
Mobile,Referral,2,19,50.08,14.81,0,0,0.0
Mobile,Referral,3,29,4.31,3.89,0,0,0.0
Mobile,Search,3,20,59.74,2.88,0,0,0.0
Mobile,Search,4,15,36.93,7.04,1,0,0.0
Mobile,Search,4,26,58.78,0.72,0,0,0.0
Mobile,Search,3,22,23.17,11.92,0,0,0.0
Desktop,Referral,2,10,28.57,13.28,1,0,0.0
Mobile,Shopping Site,2,11,45.64,10.35,0,0,0.0
Mobile,Internal,4,5,47.98,4.17,0,0,0.0
Desktop,Referral,3,9,15.52,2.02,0,0,0.0
Mobile,Email,0,29,55.93,5.86,0,0,0.0
Desktop,Email,4,11,52.31,12.53,0,0,0.0
Mobile,Social Media,3,27,3.06,5.35,0,0,0.0
Mobile,Social Media,2,19,9.46,0.71,0,0,0.0
Mobile,Search,1,2,30.77,4.26,0,0,0.0
Mobile,Search,3,6,28.74,14.85,0,0,0.0
Mobile,Internal,3,29,43.09,10.21,1,0,0.0
Mobile,Search,2,23,7.2,13.53,0,0,0.0
Mobile,Search,1,21,39.4,11.67,0,0,0.0
Mobile,Internal,3,1,37.75,8.19,0,0,0.0
Mobile,Social Media,5,3,15.55,2.4,0,0,0.0
Desktop,Email,4,3,33.46,5.36,1,1,41.25
Desktop,Search,3,28,14.89,8.84,0,0,0.0
Desktop,Search,4,14,10.52,13.09,0,0,0.0
Mobile,Referral,6,20,35.24,4.18,0,0,0.0
Mobile,Social Media,4,26,58.69,1.99,0,0,0.0
Mobile,Email,2,22,15.74,8.47,0,0,0.0
Mobile,Email,2,5,22.61,2.81,0,0,0.0
Mobile,Referral,2,17,16.88,9.23,0,0,0.0
Mobile,Search,2,15,17.45,4.1,0,0,0.0
Mobile,Search,2,6,25.44,3.62,0,0,0.0
Mobile,Search,2,14,42.71,6.11,0,0,0.0
Mobile,Search,2,14,4.25,8.98,0,0,0.0
Mobile,Search,1,25,57.51,8.27,0,0,0.0
Mobile,Social Media,2,27,4.68,3.82,0,0,0.0
Desktop,Search,1,17,53.11,13.39,0,0,0.0
Mobile,Referral,4,8,53.87,1.83,0,0,0.0
Mobile,Search,1,8,32.42,0.78,0,0,0.0
Mobile,Referral,4,19,9.95,9.12,0,0,0.0
Mobile,Search,2,29,34.78,2.03,0,0,0.0
Mobile,Referral,1,9,38.46,7.67,0,0,0.0
Mobile,Referral,4,11,51.75,14.29,0,0,0.0
Mobile,Referral,4,13,33.95,10.54,0,0,0.0
Mobile,Advertisement,4,13,25.82,9.34,0,0,0.0
Mobile,Search,2,27,50.62,8.71,0,0,0.0
Mobile,Search,2,24,58.9,2.86,0,0,0.0
Desktop,Email,2,19,39.42,6.6,0,0,0.0
Mobile,Referral,2,26,52.71,5.27,0,0,0.0
Mobile,Referral,2,21,36.73,14.31,0,0,0.0
Desktop,Advertisement,5,19,42.01,3.79,0,0,0.0
Mobile,Referral,1,5,41.91,7.18,0,0,0.0
Mobile,Search,1,16,42.88,14.08,0,0,0.0
Mobile,Referral,5,9,20.62,11.88,0,0,0.0
Mobile,Social Media,3,28,35.39,14.47,0,0,0.0
Desktop,Referral,2,20,36.46,9.2,1,0,0.0
Mobile,Referral,4,22,20.27,5.14,0,0,0.0
Desktop,Email,2,3,22.29,12.43,0,0,0.0
Mobile,Search,3,19,46.21,4.51,0,0,0.0
Mobile,Referral,3,5,35.8,2.64,0,0,0.0
Mobile,Referral,4,8,10.65,10.65,0,0,0.0
Mobile,Social Media,4,14,50.58,9.66,1,0,0.0
Mobile,Referral,2,24,53.22,13.21,0,0,0.0
Desktop,Referral,2,3,29.04,14.44,1,0,0.0
Mobile,Search,1,24,14.12,12.89,0,0,0.0
Desktop,Search,6,13,56.96,1.09,0,0,0.0
Mobile,Email,4,11,53.17,10.03,0,0,0.0
Desktop,Social Media,3,29,16.17,11.81,1,0,0.0
Mobile,Social Media,2,8,7.54,14.73,0,0,0.0
Mobile,Email,2,19,27.56,5.74,0,0,0.0
Desktop,Search,2,10,41.23,2.71,0,0,0.0
Mobile,Search,5,29,12.17,12.82,0,0,0.0
Mobile,Referral,1,26,31.77,4.9,0,0,0.0
Mobile,Email,3,18,26.67,9.05,0,0,0.0
Mobile,Social Media,1,26,53.65,5.97,1,0,0.0
Desktop,Search,1,18,26.91,6.15,0,0,0.0
Mobile,Search,7,25,32.96,11.04,0,0,0.0
Mobile,Email,6,7,57.41,5.55,0,0,0.0
Mobile,Referral,1,16,19.38,10.46,0,0,0.0
Mobile,Search,5,6,18.76,0.41,1,0,0.0
Mobile,Referral,3,16,48.38,5.0,0,0,0.0
Mobile,Internal,2,16,18.1,4.92,0,0,0.0
Mobile,Referral,3,23,50.25,11.28,0,0,0.0
Mobile,Search,3,24,7.54,4.86,0,0,0.0
Mobile,Referral,4,28,8.45,9.57,1,0,0.0
Mobile,Social Media,6,1,54.28,10.39,0,0,0.0
Mobile,Search,3,24,33.37,9.94,0,0,0.0
Mobile,Referral,3,19,43.69,9.13,0,0,0.0
Mobile,Email,5,3,15.07,6.32,0,0,0.0
Mobile,Social Media,0,6,11.64,5.72,0,0,0.0
Mobile,Advertisement,5,4,50.43,8.56,0,0,0.0
Mobile,Search,2,4,22.8,1.14,1,0,0.0
Mobile,Referral,1,4,28.39,13.16,1,0,0.0
Mobile,Email,4,10,3.62,12.41,0,0,0.0
Mobile,Email,4,9,24.38,5.33,0,0,0.0
Mobile,Search,5,8,46.69,8.59,0,0,0.0
Mobile,Search,2,19,49.63,14.0,0,0,0.0
Mobile,Shopping Site,2,17,42.53,4.22,0,0,0.0
Desktop,Advertisement,4,17,42.15,11.19,0,0,0.0
Mobile,Search,4,1,31.36,1.42,0,0,0.0
Mobile,Email,3,20,33.22,7.95,0,0,0.0
Mobile,Search,1,14,45.07,13.28,0,0,0.0
Mobile,Search,1,22,16.34,8.37,0,0,0.0
Mobile,Search,1,20,15.43,9.32,1,0,0.0
Desktop,Email,1,27,57.1,13.63,0,0,0.0
Mobile,Internal,4,11,3.61,10.79,0,0,0.0
Mobile,Search,3,3,10.09,10.5,0,0,0.0
Mobile,Email,4,24,35.08,8.88,0,0,0.0
Mobile,Referral,3,8,44.79,9.57,0,0,0.0
Mobile,Search,3,22,33.2,12.09,0,0,0.0
Mobile,Search,3,25,22.59,14.69,0,0,0.0
Mobile,Email,0,28,58.72,11.97,0,0,0.0
Mobile,Referral,6,10,42.82,10.67,0,0,0.0
Mobile,Social Media,4,17,50.22,2.21,0,0,0.0
Mobile,Search,1,29,4.33,12.29,0,0,0.0
Mobile,Search,6,8,15.68,11.09,0,0,0.0
Mobile,Referral,1,22,23.7,11.6,0,0,0.0
Mobile,Referral,3,1,12.59,3.62,0,0,0.0
Mobile,Search,6,20,6.23,13.57,1,0,0.0
Mobile,Social Media,3,21,15.06,1.64,0,0,0.0
Mobile,Email,1,7,32.95,3.95,0,0,0.0
Desktop,Search,4,24,42.35,10.01,0,0,0.0
Mobile,Referral,1,9,46.89,10.17,0,0,0.0
Mobile,Search,4,28,4.49,4.84,0,0,0.0
Mobile,Referral,5,12,26.82,10.58,0,0,0.0
Mobile,Social Media,1,22,9.09,5.94,0,1,88.94
Mobile,Search,2,26,27.01,0.2,0,0,0.0
Mobile,Social Media,5,9,27.17,2.61,0,0,0.0
Desktop,Search,9,20,30.9,13.26,0,0,0.0
Mobile,Email,5,24,53.78,3.5,0,0,0.0
Mobile,Internal,4,3,48.7,1.87,1,1,136.43
Mobile,Referral,4,4,38.93,10.3,0,0,0.0
Desktop,Social Media,4,10,53.35,6.72,0,0,0.0
Mobile,Social Media,3,4,41.35,11.99,0,0,0.0
Desktop,Referral,2,22,49.49,12.95,0,0,0.0
Mobile,Social Media,2,9,34.7,12.72,0,0,0.0
Desktop,Email,7,22,32.46,4.83,0,0,0.0
Mobile,Search,4,1,44.0,7.68,0,0,0.0
Desktop,Search,3,5,3.14,9.82,0,0,0.0
Mobile,Search,1,9,42.04,4.97,0,0,0.0
Desktop,Advertisement,1,5,56.2,0.81,0,0,0.0
Mobile,Referral,2,6,43.41,7.54,0,0,0.0
Mobile,Search,2,19,4.13,0.39,0,0,0.0
Mobile,Email,4,8,23.92,14.27,0,0,0.0
Mobile,Advertisement,3,10,48.96,11.99,0,0,0.0
Mobile,Search,4,11,57.6,3.04,0,0,0.0
Mobile,Search,6,13,23.47,4.46,0,0,0.0
Mobile,Email,2,20,50.79,14.75,0,0,0.0
Mobile,Referral,5,4,52.1,5.73,0,0,0.0
Desktop,Search,1,11,9.15,11.8,1,0,0.0
Mobile,Email,4,12,51.06,6.81,0,0,0.0
Desktop,Search,2,5,20.81,12.99,0,0,0.0
Mobile,Search,5,10,36.41,10.62,0,0,0.0
Mobile,Search,2,25,33.26,0.54,0,0,0.0
Mobile,Email,4,29,40.46,4.56,0,0,0.0
Mobile,Referral,2,24,44.95,8.46,0,0,0.0
Mobile,Search,6,7,27.57,13.91,0,0,0.0
Mobile,Search,2,21,53.52,1.71,0,0,0.0
Mobile,Search,0,9,48.95,9.1,1,0,0.0
Mobile,Referral,2,9,47.55,4.67,0,0,0.0
Desktop,Referral,3,10,28.58,13.36,1,0,0.0
Desktop,Search,2,10,4.18,11.52,0,0,0.0
Mobile,Search,4,2,30.55,5.67,0,0,0.0
Mobile,Search,2,4,54.11,2.67,0,0,0.0
Mobile,Search,2,8,13.05,0.37,0,0,0.0
Mobile,Email,4,29,58.99,9.39,0,0,0.0
Mobile,Search,1,14,48.85,6.21,0,0,0.0
Mobile,Search,1,17,43.17,4.86,1,0,0.0
Mobile,Email,4,13,41.28,14.79,0,0,0.0
Desktop,Search,3,21,36.05,7.1,0,0,0.0
Mobile,Referral,8,24,43.8,11.3,0,0,0.0
Mobile,Email,1,18,26.47,2.83,0,0,0.0
Mobile,Search,4,18,51.03,0.4,0,0,0.0
Mobile,Shopping Site,2,13,42.39,6.38,0,0,0.0
Mobile,Referral,2,8,46.73,10.05,0,0,0.0
Desktop,Internal,3,26,47.96,7.7,0,0,0.0
Mobile,Referral,4,12,7.34,13.38,0,0,0.0
Desktop,Referral,3,25,5.23,6.62,0,0,0.0
Mobile,Social Media,4,23,48.46,4.8,0,0,0.0
Mobile,Search,5,24,17.04,13.76,0,0,0.0
Mobile,Email,5,21,35.75,6.22,1,0,0.0
Mobile,Referral,2,1,27.74,4.19,0,0,0.0
Desktop,Referral,5,20,3.28,1.65,0,0,0.0
Desktop,Search,3,18,4.34,11.94,0,0,0.0
Mobile,Social Media,5,3,49.97,12.41,0,0,0.0
Mobile,Search,3,12,37.25,0.69,0,0,0.0
Mobile,Search,6,19,32.38,5.51,1,0,0.0
Desktop,Search,1,25,56.77,11.3,0,0,0.0
Mobile,Shopping Site,1,13,12.04,14.21,0,0,0.0
Mobile,Search,4,10,16.96,5.79,0,0,0.0
Mobile,Shopping Site,3,15,45.89,13.11,0,0,0.0
Mobile,Search,7,20,46.96,6.03,0,0,0.0
Mobile,Search,2,2,25.48,2.86,0,0,0.0
Mobile,Internal,0,19,57.16,0.25,0,0,0.0
Desktop,Shopping Site,2,3,56.42,5.09,0,0,0.0
Mobile,Referral,3,14,2.72,5.8,0,0,0.0
Mobile,Search,2,7,12.0,14.19,0,0,0.0
Desktop,Referral,3,8,49.57,3.25,0,0,0.0
Mobile,Email,3,29,21.44,5.86,0,0,0.0
Desktop,Shopping Site,1,11,7.54,0.57,1,0,0.0
Mobile,Search,4,29,47.53,11.5,0,0,0.0
Mobile,Search,4,22,28.37,13.74,0,0,0.0
Desktop,Search,4,20,30.56,3.72,0,0,0.0
Mobile,Search,3,6,12.81,6.55,0,0,0.0
Mobile,Referral,2,29,40.33,2.01,0,0,0.0
Mobile,Referral,2,11,33.97,6.96,0,0,0.0
Mobile,Search,2,17,13.99,2.17,0,0,0.0
Mobile,Social Media,0,29,21.74,7.95,0,0,0.0
Mobile,Social Media,4,10,36.62,11.07,0,0,0.0
Desktop,Advertisement,2,24,55.64,8.39,0,0,0.0
Mobile,Shopping Site,4,17,55.38,3.83,0,0,0.0
Mobile,Advertisement,2,21,18.7,5.44,0,0,0.0
Mobile,Search,7,2,44.67,9.65,0,0,0.0
Mobile,Referral,5,6,46.98,8.93,0,0,0.0
Mobile,Email,3,25,48.91,2.22,1,0,0.0
Desktop,Advertisement,1,5,35.1,12.71,0,0,0.0
Mobile,Search,4,4,2.61,7.23,0,0,0.0
Mobile,Internal,1,2,46.18,2.6,0,0,0.0
Mobile,Search,2,12,8.18,2.02,0,0,0.0
Mobile,Search,2,3,8.78,14.49,0,0,0.0
Mobile,Internal,4,6,37.13,4.37,0,0,0.0
Mobile,Search,5,24,59.04,13.65,0,0,0.0
Desktop,Search,2,14,16.07,6.28,0,0,0.0
Mobile,Search,2,8,39.46,5.91,0,0,0.0
Mobile,Search,2,21,19.61,10.57,0,0,0.0
Mobile,Referral,3,21,54.13,0.35,0,0,0.0
Mobile,Email,4,26,36.42,5.2,0,0,0.0
Mobile,Referral,1,14,14.03,4.68,1,0,0.0
Mobile,Referral,4,29,17.2,13.05,0,0,0.0
Mobile,Search,5,3,27.08,8.03,0,0,0.0
Mobile,Internal,1,16,9.08,5.6,0,0,0.0
Mobile,Search,2,15,6.57,4.14,0,0,0.0
Mobile,Search,3,7,41.44,8.94,0,0,0.0
Desktop,Search,1,15,25.62,2.44,1,0,0.0
Desktop,Search,3,13,44.12,3.84,0,0,0.0
Mobile,Referral,4,6,8.38,4.55,0,0,0.0
Desktop,Advertisement,4,15,37.37,9.2,0,0,0.0
Mobile,Social Media,3,17,27.71,5.72,0,0,0.0
Mobile,Referral,5,4,5.36,7.69,0,0,0.0
Mobile,Advertisement,1,22,33.6,9.83,0,0,0.0
Mobile,Social Media,4,27,6.8,14.35,0,0,0.0
Mobile,Search,2,22,50.01,11.52,0,0,0.0
Desktop,Email,1,27,38.65,6.2,0,0,0.0
Mobile,Internal,4,14,34.3,11.27,0,0,0.0
Mobile,Search,3,15,9.74,14.26,0,0,0.0
Mobile,Referral,2,28,18.67,7.59,0,1,89.77
Desktop,Advertisement,2,12,30.59,6.28,1,0,0.0
Mobile,Search,1,19,38.73,1.35,0,0,0.0
Mobile,Search,2,22,12.63,13.41,1,0,0.0
Mobile,Search,4,28,2.51,3.85,1,0,0.0
Mobile,Advertisement,4,10,22.0,1.15,0,0,0.0
Desktop,Search,6,6,30.01,8.15,0,0,0.0
Desktop,Search,1,28,12.7,12.72,0,0,0.0
Mobile,Email,4,25,30.55,6.22,0,0,0.0
Desktop,Search,0,9,21.63,11.79,0,0,0.0
Mobile,Search,2,2,28.4,12.58,0,0,0.0
Desktop,Email,2,4,22.15,6.93,0,0,0.0
Mobile,Email,2,9,38.45,8.95,0,0,0.0
Mobile,Search,1,15,4.49,8.1,0,0,0.0
Mobile,Search,3,13,11.91,14.1,0,0,0.0
Mobile,Social Media,5,20,27.1,10.94,0,0,0.0
Mobile,Search,1,8,22.67,13.9,0,0,0.0
Mobile,Social Media,2,26,24.71,3.46,0,0,0.0
Mobile,Referral,5,28,48.62,4.79,0,0,0.0
Mobile,Email,2,19,53.41,1.25,0,0,0.0
Mobile,Search,2,19,16.42,7.6,0,0,0.0
Mobile,Search,4,25,50.51,13.13,0,0,0.0
Desktop,Internal,2,16,28.61,5.04,1,0,0.0
Mobile,Email,2,11,17.88,2.1,0,0,0.0
Mobile,Referral,3,10,59.16,1.21,1,0,0.0
Mobile,Search,4,8,49.84,6.82,0,0,0.0
Desktop,Search,4,1,59.67,2.63,0,0,0.0
Mobile,Search,4,10,11.76,5.32,1,0,0.0
